movieId,title,genre,year_of_release,userId,rating,timestamp
1590,Event Horizon,Horror|Scifi|Thriller,1997,368,2,2000-12-03 07:56:36
1591,Spawn,Action|Adventure|Scifi|Thriller,1997,362,4,2018-07-03 17:15:57
1592,Air Bud,Children|Comedy,1997,27,3,2000-07-04 04:38:45
1593,Picture Perfect,Comedy|Romance,1997,474,3,2003-03-05 18:10:30
1594,In the Company of Men,Comedy|Drama,1997,414,4,2001-06-04 14:26:54
1596,Career Girls,Drama,1997,85,4,1998-03-09 18:11:50
1597,Conspiracy Theory,Drama|Mystery|Romance|Thriller,1997,372,3,1997-09-16 12:55:21
1598,Desperate Measures,Crime|Drama|Thriller,1998,414,2,2000-06-20 16:30:18
1599,Steel,Action,1997,217,3,2000-04-20 01:47:37
1600,She's So Lovely,Drama|Romance,1997,414,3,2000-06-20 16:23:15
1601,Hoodlum,Crime|Drama|Film-Noir,1997,599,2,2018-02-23 00:29:05
1602,Leave It to Beaver,Comedy,1997,217,2,2000-04-17 04:26:32
1603,Mimic,Horror|Scifi|Thriller,1997,599,3,2017-06-26 22:50:36
1604,Money Talks,Action|Comedy,1997,274,3,2007-02-21 04:47:22
1605,Excess Baggage,Adventure|Romance,1997,414,3,2000-06-20 15:19:37
1606,Kull the Conqueror,Action|Adventure,1997,93,4,1999-11-18 17:39:26
1608,Air Force One,Action|Thriller,1997,465,4,2000-06-01 21:52:37
1609,187,Drama|Thriller,1997,414,2,2000-06-20 16:30:18
1610,"Hunt for Red October, The",Action|Adventure|Thriller,1990,387,3,2004-09-13 23:00:23
1611,My Own Private Idaho,Drama|Romance,1991,182,4,2003-06-09 11:06:04
1612,"Kiss Me, Guido",Comedy,1997,606,3,2007-02-21 00:10:04
1613,Star Maps,Drama,1997,603,4,2000-07-09 22:02:33
1614,In & Out,Comedy,1997,606,4,2007-02-15 22:57:13
1615,"Edge, The",Adventure|Drama,1997,481,3,1998-01-14 10:29:10
1616,"Peacemaker, The",Action|Thriller|War,1997,599,2,2018-02-21 01:45:18
1617,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller,1997,414,5,2000-06-22 13:48:34
1619,Seven Years in Tibet,Adventure|Drama|War,1997,352,5,2017-05-01 21:25:30
1620,Kiss the Girls,Crime|Drama|Mystery|Thriller,1997,452,5,2002-04-23 17:56:36
1621,Soul Food,Drama,1997,548,5,2017-03-06 18:32:47
1623,Wishmaster,Horror,1997,571,2,2000-08-21 23:39:26
1624,"Thousand Acres, A",Drama,1997,85,1,1998-03-09 18:36:22
1625,"Game, The",Drama|Mystery|Thriller,1997,425,4,2004-05-25 13:12:29
1626,Fire Down Below,Action|Drama|Thriller,1997,360,2,1998-01-17 00:46:16
1627,U Turn,Crime|Drama|Mystery,1997,603,4,2000-07-09 21:24:13
1629,"MatchMaker, The",Comedy|Romance,1997,555,4,2001-01-06 02:19:07
1631,"Assignment, The",Action|Thriller,1997,59,5,2000-03-21 03:43:23
1633,Ulee's Gold,Drama,1997,33,4,1999-10-12 08:06:31
1635,"Ice Storm, The",Drama,1997,410,4,2001-05-24 18:18:41
1639,Chasing Amy,Comedy|Drama|Romance,1997,356,4,2008-12-13 03:58:24
1641,"Full Monty, The",Comedy|Drama,1997,462,3,2006-07-27 22:08:43
1642,Indian Summer,Comedy|Drama,1996,474,2,2003-05-15 18:01:41
1643,Mrs. Brown,Drama|Romance,1997,33,3,1999-10-11 15:14:56
1644,I Know What You Did Last Summer,Horror|Mystery|Thriller,1997,406,2,2011-02-06 02:27:56
1645,The Devil's Advocate,Drama|Mystery|Thriller,1997,432,4,2011-09-05 17:24:59
1646,RocketMan,Children|Comedy|Romance|Scifi,1997,599,2,2018-02-22 20:01:47
1647,Playing God,Crime|Drama|Thriller,1997,360,2,1998-01-17 00:41:39
1648,"House of Yes, The",Comedy|Drama,1997,19,2,2000-08-08 03:42:43
1649,"Fast, Cheap & Out of Control",Documentary,1997,182,4,2004-02-03 09:37:46
1650,Washington Square,Drama,1997,474,4,2003-08-05 17:40:33
1652,Year of the Horse,Documentary,1997,594,5,2005-10-12 02:28:32
1653,Gattaca,Drama|Scifi|Thriller,1997,15,5,2017-11-13 11:33:18
1654,FairyTale: A True Story,Children|Drama|Fantasy,1997,605,4,2010-06-22 03:18:54
1655,Phantoms,Drama|Horror|Thriller,1998,226,4,2004-09-20 20:41:06
1656,Swept from the Sea,Drama|Romance,1997,414,4,2001-08-13 13:26:22
1658,"Life Less Ordinary, A",Romance|Thriller,1997,599,3,2017-06-26 21:56:49
1659,Hurricane Streets,Drama,1997,95,4,2003-01-23 16:46:32
1660,Eve's Bayou,Drama,1997,288,3,2001-01-10 22:01:31
1661,Switchback,Crime|Mystery|Thriller,1997,140,3,2000-08-23 16:22:42
1662,Gang Related,Crime,1997,387,3,2005-06-26 03:03:38
1663,Stripes,Comedy|War,1981,403,4,2008-10-29 01:22:41
1665,Bean,Comedy,1997,555,3,2001-01-06 02:18:20
1667,Mad City,Action|Drama,1997,599,3,2017-06-26 21:17:54
1670,Welcome to Sarajevo,Drama|War,1997,57,4,2000-08-09 05:38:41
1671,Deceiver,Crime|Drama|Thriller,1997,217,3,2000-04-17 03:45:53
1672,"Rainmaker, The",Drama,1997,606,3,2007-02-13 23:18:31
1673,Boogie Nights,Drama,1997,370,4,2006-09-25 05:23:32
1674,Witness,Drama|Romance|Thriller,1985,502,2,2005-03-25 13:29:15
1675,Incognito,Crime|Thriller,1997,438,4,2005-01-15 04:33:31
1676,Starship Troopers,Action|Scifi,1997,425,4,2004-05-25 13:07:55
1677,Critical Care,Comedy|Drama,1997,217,2,2000-04-17 04:05:48
1678,"Joy Luck Club, The",Drama|Romance,1993,600,4,2009-03-22 10:00:00
1679,Chairman of the Board,Comedy,1998,19,2,2000-08-08 02:44:20
1680,Sliding Doors,Drama|Romance,1998,414,3,2000-06-20 15:17:26
1681,Mortal Kombat: Annihilation,Action|Adventure|Fantasy,1997,608,1,2005-05-31 02:25:57
1682,"Truman Show, The",Comedy|Drama|Scifi,1998,428,4,2005-03-22 11:08:25
1683,"Wings of the Dove, The",Drama|Romance,1997,474,5,2003-05-15 17:53:40
1684,Mrs. Dalloway,Drama|Romance,1997,263,3,1999-10-20 01:55:17
1685,"I Love You, I Love You Not",Drama|Romance,1996,185,3,2003-02-03 22:39:55
1686,Red Corner,Crime|Thriller,1997,217,3,2000-04-17 03:43:56
1687,"Jackal, The",Action|Thriller,1997,599,1,2017-06-30 04:31:38
1688,Anastasia,Adventure|Animation|Children|Drama|Musical,1997,304,4,1998-05-02 23:17:07
1689,"Man Who Knew Too Little, The",Comedy|Crime|Thriller,1997,599,2,2018-02-20 16:34:38
1690,Alien: Resurrection,Action|Horror|Scifi,1997,380,3,2017-05-01 19:41:30
1693,Amistad,Drama|Mystery,1997,412,3,1999-10-05 15:22:24
1694,"Apostle, The",Drama,1997,555,3,2001-01-06 02:39:57
1695,Artemisia,Drama,1997,182,4,2003-09-11 13:12:11
1696,Bent,Drama|War,1997,59,5,2000-03-21 03:41:17
1699,"Butcher Boy, The",Comedy|Drama,1997,290,3,2000-11-23 00:09:53
1701,Deconstructing Harry,Comedy|Drama,1997,606,4,2007-02-12 23:33:59
1702,Flubber,Children|Comedy|Fantasy,1997,380,3,2017-05-08 21:28:42
1703,For Richer or Poorer,Comedy,1997,388,4,2013-12-10 15:36:18
1704,Good Will Hunting,Drama|Romance,1997,317,5,2015-04-30 02:38:37
1707,Home Alone 3,Children|Comedy,1997,594,4,2006-01-30 02:21:50
1711,Midnight in the Garden of Good and Evil,Crime|Drama|Mystery,1997,414,5,2000-06-19 18:14:36
1713,Mouse Hunt,Children|Comedy,1997,599,3,2017-06-26 22:16:13
1717,Scream 2,Comedy|Horror|Mystery|Thriller,1997,380,2,2017-05-01 19:43:20
1718,Stranger in the House,Thriller,1997,19,2,2000-08-08 05:20:18
1719,"Sweet Hereafter, The",Drama,1997,391,5,2002-09-18 22:20:30
1721,Titanic,Drama|Romance,1997,416,1,2007-08-19 04:07:44
1722,Tomorrow Never Dies,Action|Adventure|Thriller,1997,354,4,2008-01-20 21:42:14
1727,"Horse Whisperer, The",Drama|Romance,1998,140,5,2000-02-04 12:24:54
1729,Jackie Brown,Crime|Drama|Thriller,1997,453,4,2000-10-27 05:02:24
1730,Kundun,Drama,1997,85,4,1998-03-09 18:10:55
1731,Mr. Magoo,Comedy,1997,543,1,2013-08-21 07:04:15
1732,"Big Lebowski, The",Comedy|Crime,1998,434,5,2010-04-07 01:33:01
1733,Afterglow,Drama|Romance,1997,603,4,2000-07-09 21:52:39
1734,My Life in Pink,Comedy|Drama,1997,4,3,2000-07-25 15:35:57
1735,Great Expectations,Drama|Romance,1998,606,4,2007-03-09 23:50:34
1739,3 Ninjas: High Noon On Mega Mountain,Action|Children|Comedy,1998,255,4,2001-11-14 05:52:59
1746,Senseless,Comedy,1998,298,2,2016-06-18 19:25:25
1747,Wag the Dog,Comedy,1997,360,5,1998-01-17 00:38:11
1748,Dark City,Adventure|Film-Noir|Scifi|Thriller,1998,391,5,2002-08-31 20:48:19
1752,Hard Rain,Action|Crime|Thriller,1998,599,2,2018-02-21 18:19:35
1753,Half Baked,Comedy,1998,414,3,2005-03-04 18:48:26
1754,Fallen,Crime|Drama|Fantasy|Thriller,1998,469,4,2000-08-03 20:27:55
1755,Shooting Fish,Comedy|Romance,1997,608,5,2005-05-29 23:08:19
1757,Fallen Angels,Drama|Romance,1995,462,2,2005-09-15 04:27:23
1759,Four Days in September,Drama,1997,603,5,2000-07-09 21:48:59
1760,Spice World,Comedy,1997,473,1,2007-01-21 03:49:08
1762,Deep Rising,Action|Horror|Scifi,1998,219,2,2007-11-11 00:21:49
1767,Music From Another Room,Drama|Romance,1998,474,2,2002-02-28 19:23:50
1769,"Replacement Killers, The",Action|Crime|Thriller,1998,597,2,1999-11-04 15:32:56
1770,B. Monkey,Crime|Romance|Thriller,1998,387,3,2008-06-28 08:58:15
1771,Night Flier,Horror,1997,91,4,2005-04-05 16:13:59
1772,Blues Brothers 2000,Action|Comedy|Musical,2000,600,2,2009-03-23 23:42:15
1777,"Wedding Singer, The",Comedy|Romance,1998,474,5,2004-04-05 15:02:59
1779,Sphere,Scifi|Thriller,1998,428,2,2005-03-22 20:48:02
1783,Palmetto,Crime|Drama|Mystery|Romance|Thriller,1998,465,4,2000-06-01 21:44:42
1784,As Good as It Gets,Comedy|Drama|Romance,1997,453,4,2001-11-17 03:16:16
1785,King of New York,Crime|Thriller,1990,368,3,2000-12-03 07:23:13
1791,Twilight,Crime|Drama|Thriller,1998,268,2,1999-10-17 20:52:39
1792,U.S. Marshals,Action|Crime|Thriller,1998,438,3,2005-01-14 02:45:13
1793,Welcome to Woop-Woop,Comedy,1997,1,4,2000-07-30 18:23:24
1794,Love and Death on Long Island,Comedy|Drama,1997,599,3,2017-06-27 00:04:56
1797,Everest,Documentary|IMAX,1998,59,5,2000-03-21 03:54:14
1798,Hush,Thriller,1998,19,1,2000-08-08 05:20:48
1799,Suicide Kings,Comedy|Crime|Drama|Mystery|Thriller,1997,608,5,2005-05-27 02:47:22
1801,"Man in the Iron Mask, The",Action|Adventure|Drama,1998,489,3,2012-03-31 22:22:10
1804,"Newton Boys, The",Crime|Drama,1998,368,2,2000-12-03 07:27:01
1805,Wild Things,Crime|Drama|Mystery|Thriller,1998,254,3,2007-05-29 12:58:34
1806,Paulie,Adventure|Children|Comedy,1998,380,3,2017-05-19 23:05:26
1807,"Cool, Dry Place, A",Drama,1998,265,3,2000-08-03 16:18:30
1809,Fireworks,Crime|Drama,1997,23,4,2005-01-31 09:26:18
1810,Primary Colors,Comedy|Drama,1998,599,4,2017-06-26 18:24:44
1812,Wide Awake,Children|Comedy|Drama,1998,414,4,2000-07-10 13:43:24
1816,Two Girls and a Guy,Comedy|Drama,1997,414,3,2000-06-20 16:25:30
1821,"Object of My Affection, The",Comedy|Romance,1998,163,3,1998-05-03 17:46:10
1824,Homegrown,Comedy|Thriller,1998,500,1,2001-11-12 01:18:46
1825,The Players Club,Comedy|Drama,1998,553,4,2008-08-24 05:40:38
1826,Barney's Great Adventure,Adventure|Children,1998,234,2,2001-10-30 02:34:04
1827,"Big One, The",Comedy|Documentary,1997,182,3,2004-02-02 23:40:23
1829,Chinese Box,Drama|Romance,1997,606,4,2007-02-17 18:39:22
1831,Lost in Space,Action|Adventure|Scifi,1998,448,2,2005-05-30 09:47:45
1833,Mercury Rising,Action|Drama|Thriller,1998,448,2,2002-04-18 14:15:24
1834,"Spanish Prisoner, The",Crime|Drama|Mystery|Thriller,1997,599,4,2017-06-27 05:47:51
1835,City of Angels,Drama|Fantasy|Romance,1998,464,4,2010-06-03 06:52:23
1836,"Last Days of Disco, The",Comedy|Drama,1998,156,5,2000-01-02 07:30:04
1837,"Odd Couple II, The",Comedy,1998,606,3,2007-02-20 23:40:48
1839,My Giant,Comedy,1998,448,3,2002-04-18 11:20:46
1840,He Got Game,Drama,1998,11,4,1998-07-23 13:21:51
1841,"Gingerbread Man, The",Drama|Thriller,1998,33,3,1999-10-12 08:40:14
1844,Live Flesh,Drama|Romance,1997,606,4,2007-02-13 23:40:08
1845,Zero Effect,Comedy|Mystery|Thriller,1998,325,4,2002-12-09 01:54:25
1848,"Borrowers, The",Adventure|Children|Comedy|Fantasy,1997,605,4,2010-06-22 03:15:11
1855,Krippendorf's Tribe,Comedy,1998,599,2,2018-02-20 04:59:47
1856,Kurt & Courtney,Documentary,1998,111,4,2018-02-16 20:22:42
1857,"Real Blonde, The",Comedy,1997,606,4,2007-02-18 23:53:46
1858,Mr. Nice Guy,Action|Comedy,1997,610,3,2016-11-19 07:59:17
1859,Taste of Cherry,Drama,1997,23,4,2005-01-31 09:16:55
1860,Character,Drama,1997,4,2,2001-04-09 20:43:21
1862,Species II,Horror|Scifi,1998,608,3,2005-05-31 02:31:23
1863,Major League: Back to the Minors,Comedy,1998,414,2,2000-06-19 18:02:39
1866,"Big Hit, The",Action|Comedy|Crime,1998,599,1,2017-06-26 18:46:26
1867,Tarzan and the Lost City,Action|Adventure,1998,217,2,2000-04-17 03:30:52
1870,"Dancer, Texas Pop. 81",Comedy|Drama,1998,414,3,2001-08-21 13:36:14
1875,Clockwatchers,Comedy,1997,500,4,2001-11-12 01:19:40
1876,Deep Impact,Drama|Scifi|Thriller,1998,414,3,2000-06-20 15:34:31
1881,Quest for Camelot,Adventure|Animation|Children|Fantasy|Musical,1998,19,1,2000-08-08 03:12:55
1882,Godzilla,Action|Scifi|Thriller,1998,304,3,1998-11-08 10:23:45
1883,Bulworth,Comedy|Drama|Romance,1998,288,3,2001-01-02 21:37:00
1884,Fear and Loathing in Las Vegas,Adventure|Comedy|Drama,1998,325,4,2002-12-09 01:36:13
1885,"Opposite of Sex, The",Comedy|Drama|Romance,1998,603,4,2000-07-09 21:27:41
1887,Almost Heroes,Adventure|Comedy|Western,1998,599,2,2018-02-22 20:32:11
1888,Hope Floats,Comedy|Drama|Romance,1998,68,2,2010-03-20 22:21:27
1889,Insomnia,Drama|Mystery|Thriller,1997,480,4,2007-05-14 17:06:42
1891,"Ugly, The",Horror|Thriller,1997,19,2,2000-08-08 03:30:54
1892,"Perfect Murder, A",Thriller,1998,305,3,2018-02-17 09:19:04
1893,Beyond Silence,Drama,1996,474,5,2007-06-09 00:13:48
1894,Six Days Seven Nights,Adventure|Comedy|Romance,1998,414,3,2000-08-28 14:28:45
1895,Can't Hardly Wait,Comedy|Drama|Romance,1998,473,2,2007-01-21 03:48:16
1897,High Art,Drama|Romance,1998,113,4,2001-01-21 04:39:21
1900,"Children of Heaven, The",Comedy|Drama,1997,391,4,2002-08-31 20:59:57
1902,Dream for an Insomniac,Drama|Romance,1996,474,4,2002-03-05 18:29:54
1904,Henry Fool,Comedy|Drama,1997,603,5,2000-07-09 21:28:45
1906,Mr. Jealousy,Comedy|Romance,1997,19,2,2000-08-08 03:50:57
1907,Mulan,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,1998,381,4,2006-12-31 05:35:23
1909,"X-Files: Fight the Future, The",Action|Crime|Mystery|Scifi|Thriller,1998,465,3,2000-06-01 21:49:27
1910,I Went Down,Comedy|Crime|Drama,1997,500,2,2001-11-12 01:20:17
1911,Dr. Dolittle,Comedy,1998,438,4,2005-01-13 20:59:15
1912,Out of Sight,Comedy|Crime|Drama|Romance|Thriller,1998,290,4,2000-11-23 00:33:13
1913,Picnic at Hanging Rock,Drama|Mystery,1975,606,4,2007-02-11 22:57:27
1914,Smoke Signals,Comedy|Drama,1998,4,4,2000-07-26 14:45:14
1916,Buffalo '66,Drama|Romance,1998,606,3,2007-03-08 22:18:14
1917,Armageddon,Action|Romance|Scifi|Thriller,1998,480,3,2007-05-14 21:25:06
1918,Lethal Weapon 4,Action|Comedy|Crime|Thriller,1998,368,1,2000-12-03 07:27:01
1919,Madeline,Children|Comedy,1998,19,2,2000-08-08 03:32:52
1920,Small Soldiers,Animation|Children|Fantasy|War,1998,313,3,2002-08-27 19:11:24
1921,Pi,Drama|Scifi|Thriller,1998,469,4,2000-08-03 20:44:23
1922,Whatever,Drama,1998,603,4,2000-07-09 21:46:41
1923,There's Something About Mary,Comedy|Romance,1998,474,3,2002-02-28 19:14:41
1924,Plan 9 from Outer Space,Horror|Scifi,1959,520,3,2012-01-15 07:00:30
1926,"Broadway Melody, The",Musical,1929,474,3,2004-03-01 14:35:26
1927,All Quiet on the Western Front,Action|Drama|War,1930,477,4,2008-01-22 17:30:23
1928,Cimarron,Drama|Western,1931,474,4,2004-01-20 14:02:09
1929,Grand Hotel,Drama|Romance,1932,177,4,2015-06-29 00:48:41
1931,Mutiny on the Bounty,Adventure|Drama,1935,577,4,1999-12-23 16:15:17
1932,"Great Ziegfeld, The",Drama|Musical,1936,474,4,2004-09-14 19:51:47
1933,"Life of Emile Zola, The",Drama,1937,474,3,2004-11-12 20:37:03
1934,You Can't Take It with You,Comedy|Romance,1938,45,3,2002-05-14 21:36:35
1936,Mrs. Miniver,Drama|War,1942,177,4,2015-06-29 01:16:31
1937,Going My Way,Comedy|Drama|Musical,1944,217,3,2000-04-17 04:01:35
1938,"Lost Weekend, The",Drama,1945,177,4,2015-07-01 02:59:08
1939,"Best Years of Our Lives, The",Drama|War,1946,577,5,1999-12-23 16:22:38
1940,Gentleman's Agreement,Drama,1947,474,4,2004-11-10 20:46:45
1942,All the King's Men,Drama,1949,474,4,2006-12-08 01:06:26
1944,From Here to Eternity,Drama|Romance|War,1953,474,3,2003-03-30 01:53:00
1945,On the Waterfront,Crime|Drama,1954,387,5,2004-09-18 06:40:24
1946,Marty,Drama|Romance,1955,309,4,2004-06-06 23:40:03
1947,West Side Story,Drama|Musical|Romance,1961,381,3,2006-12-31 05:29:54
1948,Tom Jones,Adventure|Comedy|Romance,1963,156,3,2000-01-02 07:49:35
1949,"Man for All Seasons, A",Drama,1966,357,4,2012-09-25 22:22:51
1950,In the Heat of the Night,Drama|Mystery,1967,599,4,2017-06-26 18:15:07
1951,Oliver!,Drama|Musical,1968,599,2,2018-02-20 17:15:23
1952,Midnight Cowboy,Drama,1969,391,5,2002-08-31 21:05:23
1953,"French Connection, The",Action|Crime|Thriller,1971,387,4,2004-09-11 04:28:43
1954,Rocky,Drama,1976,469,4,2000-08-03 20:17:43
1955,Kramer vs. Kramer,Drama,1979,517,3,2017-02-24 16:22:05
1956,Ordinary People,Drama,1980,603,4,2000-03-24 19:59:04
1957,Chariots of Fire,Drama,1981,597,4,1999-11-03 14:31:20
1958,Terms of Endearment,Comedy|Drama,1983,479,4,2002-12-08 15:42:24
1959,Out of Africa,Drama|Romance,1985,555,3,2001-01-06 23:10:01
1960,"Last Emperor, The",Drama,1987,368,4,2000-10-11 14:33:42
1961,Rain Man,Drama,1988,365,2,2017-03-01 01:47:31
1962,Driving Miss Daisy,Drama,1989,480,5,2007-05-14 16:52:30
1963,Take the Money and Run,Comedy|Crime,1969,606,5,2007-02-13 11:18:23
1964,Klute,Drama|Mystery,1971,597,3,1999-11-03 14:45:14
1965,Repo Man,Comedy|Scifi,1984,368,4,2000-10-11 14:10:48
1966,Metropolitan,Comedy,1990,603,4,2000-07-09 21:28:45
1967,Labyrinth,Adventure|Fantasy|Musical,1986,380,5,2017-05-14 23:17:23
1968,"Breakfast Club, The",Comedy|Drama,1985,422,2,2001-05-13 01:06:22
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A",Horror,1985,505,3,2011-02-27 04:07:48
1970,"Nightmare on Elm Street 3: Dream Warriors, A",Horror|Thriller,1987,511,3,2018-03-27 12:44:47
1971,"Nightmare on Elm Street 4: The Dream Master, A",Horror|Thriller,1988,606,2,2007-05-14 20:59:13
1972,"Nightmare on Elm Street 5: The Dream Child, A",Horror,1989,19,1,2000-08-08 03:28:21
1973,Freddy's Dead: The Final Nightmare,Horror,1991,571,2,2000-08-21 23:26:08
1974,Friday the 13th,Horror|Mystery|Thriller,1980,474,3,2003-06-19 16:50:29
1975,Friday the 13th Part 2,Horror,1981,514,2,2018-08-10 04:18:20
1976,Friday the 13th Part 3: 3D,Horror,1982,571,3,2000-08-21 23:40:09
1977,Friday the 13th Part IV: The Final Chapter,Horror,1984,571,3,2000-08-21 23:37:41
1978,Friday the 13th Part V: A New Beginning,Horror,1985,514,2,2018-08-12 15:09:05
1979,Friday the 13th Part VI: Jason Lives,Horror,1986,527,2,2002-09-28 00:34:35
1980,Friday the 13th Part VII: The New Blood,Horror,1988,571,2,2000-08-21 23:41:28
1981,Friday the 13th Part VIII: Jason Takes Manhattan,Horror,1989,91,2,2005-04-05 16:05:45
1982,Halloween,Horror,1978,474,4,2006-02-14 18:20:53
1983,Halloween II,Horror,1981,555,2,2001-01-06 23:27:47
1984,Halloween III: Season of the Witch,Horror,1982,288,3,2003-06-02 16:00:51
1985,Halloween 4: The Return of Michael Myers,Horror,1988,555,2,2001-01-06 23:23:09
1986,Halloween 5: The Revenge of Michael Myers,Horror,1989,546,1,2000-11-07 09:19:31
1987,Prom Night,Horror,1980,9,2,2003-02-07 22:25:16
1990,Prom Night IV: Deliver Us From Evil,Horror,1992,546,4,2000-11-07 09:10:58
1991,Child's Play,Horror|Thriller,1988,608,3,2005-05-31 02:32:57
1992,Child's Play 2,Horror|Thriller,1990,274,3,2007-02-21 04:44:22
1993,Child's Play 3,Comedy|Horror|Thriller,1991,599,1,2017-06-26 18:46:35
1994,Poltergeist,Horror|Thriller,1982,339,2,2016-04-09 06:17:47
1995,Poltergeist II: The Other Side,Horror|Thriller,1986,288,2,2000-12-06 21:43:56
1996,Poltergeist III,Horror|Thriller,1988,474,1,2003-03-06 21:08:17
1997,"Exorcist, The",Horror|Mystery,1973,450,4,2000-11-20 07:38:50
1998,Exorcist II: The Heretic,Horror,1977,606,2,2007-05-11 19:19:05
1999,"Exorcist III, The",Horror,1990,51,5,2009-01-02 21:22:26
2000,Lethal Weapon,Action|Comedy|Crime|Drama,1987,448,4,2002-04-18 10:55:19
2001,Lethal Weapon 2,Action|Comedy|Crime|Drama,1989,380,4,2017-10-15 23:18:12
2002,Lethal Weapon 3,Action|Comedy|Crime|Drama,1992,375,4,2008-10-28 21:43:54
2003,Gremlins,Comedy|Horror,1984,380,5,2017-05-14 23:14:17
2004,Gremlins 2: The New Batch,Comedy|Horror,1990,608,2,2005-06-02 01:14:53
2005,"Goonies, The",Action|Adventure|Children|Comedy|Fantasy,1985,474,3,2001-10-10 23:38:10
2006,"Mask of Zorro, The",Action|Comedy|Romance,1998,463,3,2006-04-19 15:20:32
2007,Polish Wedding,Comedy,1998,555,5,2001-01-06 01:56:27
2008,"This World, Then the Fireworks",Crime|Drama|Film-Noir,1997,603,3,2000-03-24 19:16:53
2009,Soylent Green,Drama|Mystery|Scifi|Thriller,1973,608,3,2005-06-02 01:14:50
2010,Metropolis,Drama|Scifi,1927,469,3,2000-08-03 20:41:55
2011,Back to the Future Part II,Adventure|Comedy|Scifi,1989,428,1,2005-03-22 11:09:14
2012,Back to the Future Part III,Adventure|Comedy|Scifi|Western,1990,479,3,2002-12-08 15:41:44
2013,"Poseidon Adventure, The",Action|Adventure|Drama,1972,381,4,2006-11-24 15:23:00
2014,Freaky Friday,Children|Comedy|Fantasy,1977,603,2,2000-03-24 19:43:15
2015,"Absent-Minded Professor, The",Children|Comedy|Fantasy,1961,19,3,2000-08-08 03:53:59
2016,"Apple Dumpling Gang Rides Again, The",Children|Comedy|Western,1979,555,3,2001-01-06 02:39:57
2017,Babes in Toyland,Children|Fantasy|Musical,1961,169,4,2003-07-28 21:29:51
2018,Bambi,Animation|Children|Drama,1942,367,5,2001-08-14 17:48:33
2019,Seven Samurai,Action|Adventure|Drama,1954,391,5,2002-09-18 22:14:18
2020,Dangerous Liaisons,Drama|Romance,1988,332,4,2012-11-11 22:53:25
2021,Dune,Adventure|Scifi,1984,469,4,2000-08-03 20:48:41
2022,"Last Temptation of Christ, The",Drama,1988,603,4,2000-03-24 19:57:38
2023,"Godfather: Part III, The",Crime|Drama|Mystery|Thriller,1990,313,3,2002-08-28 17:38:36
2024,"Rapture, The",Drama|Mystery,1991,202,3,2000-11-22 20:39:12
2025,Lolita,Drama|Romance,1997,503,5,2012-04-23 21:00:06
2026,Disturbing Behavior,Horror|Thriller,1998,19,2,2000-08-08 03:28:42
2027,Jane Austen's Mafia!,Comedy|Crime,1998,453,3,2001-11-17 03:28:28
2028,Saving Private Ryan,Action|Drama|War,1998,425,4,2004-05-25 09:31:07
2032,"Barefoot Executive, The",Children|Comedy,1971,27,2,2000-07-04 05:00:05
2033,"Black Cauldron, The",Adventure|Animation|Children|Fantasy,1985,288,3,2000-12-01 17:26:04
2034,"Black Hole, The",Children|Scifi,1979,19,2,2000-08-08 03:06:13
2035,Blackbeard's Ghost,Children|Comedy,1968,414,3,2002-03-14 14:07:55
2036,Blank Check,Children|Comedy,1994,19,2,2000-08-08 04:18:59
2037,Candleshoe,Adventure|Children|Comedy,1977,19,4,2000-08-08 04:08:44
2038,"Cat from Outer Space, The",Children|Comedy|Scifi,1978,149,1,1998-08-02 19:09:26
2040,"Computer Wore Tennis Shoes, The",Children|Comedy,1969,288,3,2000-12-06 16:34:22
2041,Condorman,Action|Adventure|Children|Comedy,1981,19,4,2000-08-08 04:13:22
2042,D2: The Mighty Ducks,Children|Comedy,1994,45,3,2000-02-21 22:04:53
2043,Darby O'Gill and the Little People,Adventure|Children|Fantasy,1959,600,3,2009-03-22 22:21:55
2044,"Devil and Max Devlin, The",Comedy|Fantasy,1981,19,3,2000-08-08 04:15:32
2046,Flight of the Navigator,Adventure|Children|Scifi,1986,327,4,2009-02-16 12:27:43
2048,"Great Mouse Detective, The",Action|Animation|Children|Crime,1986,525,4,2016-10-14 20:49:21
2050,Herbie Goes Bananas,Adventure|Children|Comedy,1980,234,5,2001-10-30 02:33:23
2051,Herbie Goes to Monte Carlo,Adventure|Children|Comedy,1977,288,2,2000-12-06 16:34:48
2052,Hocus Pocus,Children|Comedy|Fantasy|Horror,1993,608,1,2005-05-31 02:28:46
2053,"Honey, I Blew Up the Kid",Children|Comedy|Scifi,1992,448,2,2002-04-23 12:12:12
2054,"Honey, I Shrunk the Kids",Adventure|Children|Comedy|Fantasy|Scifi,1989,464,2,2010-10-18 11:13:20
2055,Hot Lead and Cold Feet,Action|Comedy|Western,1978,288,3,2000-12-06 16:34:48
2056,In Search of the Castaways,Adventure|Children,1962,217,3,2000-04-17 03:34:09
2057,"Incredible Journey, The",Adventure|Children,1963,603,4,2000-07-09 21:14:00
2058,"Negotiator, The",Action|Crime|Drama|Mystery|Thriller,1998,305,4,2016-04-22 19:27:04
2060,BASEketball,Comedy,1998,307,4,2008-04-09 00:45:51
2064,Roger & Me,Documentary,1989,288,4,2003-06-02 15:48:30
